,MSA,Year,Population (persons) 3/,Total employment (number of jobs),Average earnings per job (dollars),Average wages and salaries (dollars),Per capita net earnings 4/ (dollars)
,,,sum,sum,mean,mean,mean
256,"Indianapolis-Carmel-Anderson, IN MSA",2007,883591.0,714532.0,53708.0,45762.0,24783.0
257,"Indianapolis-Carmel-Anderson, IN MSA",2008,889504.0,712775.0,56430.0,46949.0,25791.0
258,"Indianapolis-Carmel-Anderson, IN MSA",2009,898394.0,681825.0,59867.0,47299.0,26745.0
259,"Indianapolis-Carmel-Anderson, IN MSA",2010,904858.0,681334.0,63533.0,48295.0,28696.0
260,"Indianapolis-Carmel-Anderson, IN MSA",2011,912575.0,693044.0,66573.0,49710.0,31113.0
261,"Indianapolis-Carmel-Anderson, IN MSA",2012,922252.0,705986.0,67523.0,50931.0,31502.0
262,"Indianapolis-Carmel-Anderson, IN MSA",2013,933531.0,713191.0,67431.0,51469.0,30897.0
263,"Indianapolis-Carmel-Anderson, IN MSA",2014,940660.0,723001.0,67595.0,52065.0,31023.0
264,"Indianapolis-Carmel-Anderson, IN MSA",2015,945714.0,731805.0,69499.0,53660.0,32460.0
265,"Indianapolis-Carmel-Anderson, IN MSA",2016,952724.0,741927.0,71342.0,54803.0,33376.0
266,"Indianapolis-Carmel-Anderson, IN MSA",2017,959016.0,752985.0,72090.0,56760.0,33710.0
267,"Indianapolis-Carmel-Anderson, IN MSA",2018,968269.0,762671.0,75120.0,58527.0,35497.0
268,"Indianapolis-Carmel-Anderson, IN MSA",2019,973834.0,771239.0,80267.0,60198.0,38794.0
269,"Indianapolis-Carmel-Anderson, IN MSA",2020,976631.0,736470.0,87541.0,64903.0,40895.0
270,"Indianapolis-Carmel-Anderson, IN MSA",2021,971647.0,766068.0,91831.0,67977.0,44985.0
271,"Indianapolis-Carmel-Anderson, IN MSA",2022,969466.0,802109.0,93331.0,72055.0,46375.0
272,"Jacksonville, FL MSA",2007,1105258.0,699070.0,41034.0,38112.666666666664,25164.333333333332
273,"Jacksonville, FL MSA",2008,1114283.0,688406.0,40819.333333333336,38506.333333333336,24273.0
274,"Jacksonville, FL MSA",2009,1121567.0,658145.0,40055.0,38841.0,22528.333333333332
275,"Jacksonville, FL MSA",2010,1131215.0,654212.0,41829.666666666664,40158.666666666664,23080.666666666668
276,"Jacksonville, FL MSA",2011,1141928.0,666772.0,41640.333333333336,41194.666666666664,23516.666666666668
277,"Jacksonville, FL MSA",2012,1154158.0,672525.0,43325.666666666664,42490.333333333336,23595.333333333332
278,"Jacksonville, FL MSA",2013,1165227.0,684320.0,43427.333333333336,42416.666666666664,23774.0
279,"Jacksonville, FL MSA",2014,1182415.0,701550.0,44833.333333333336,43824.666666666664,24703.333333333332
280,"Jacksonville, FL MSA",2015,1204646.0,724524.0,45424.0,44354.666666666664,25625.333333333332
281,"Jacksonville, FL MSA",2016,1230339.0,750110.0,45965.666666666664,44600.666666666664,26753.0
282,"Jacksonville, FL MSA",2017,1253067.0,785874.0,46646.0,45854.0,27857.666666666668
283,"Jacksonville, FL MSA",2018,1273610.0,807142.0,48060.333333333336,47519.666666666664,29140.0
284,"Jacksonville, FL MSA",2019,1291675.0,822391.0,50079.333333333336,48873.333333333336,29745.0
285,"Jacksonville, FL MSA",2020,1307564.0,823095.0,51941.333333333336,52116.333333333336,30508.333333333332
286,"Jacksonville, FL MSA",2021,1319178.0,859791.0,54473.666666666664,55489.333333333336,33140.0
287,"Jacksonville, FL MSA",2022,1341024.0,902087.0,57232.0,58878.333333333336,35751.666666666664
288,"Kansas City, MO-KS MSA",2007,523879.0,418024.0,51461.0,46797.0,39282.0
289,"Kansas City, MO-KS MSA",2008,532175.0,418104.0,53998.0,48027.0,41158.0
290,"Kansas City, MO-KS MSA",2009,539396.0,405382.0,53875.0,47621.0,40052.0
291,"Kansas City, MO-KS MSA",2010,545758.0,401245.0,51678.0,48890.0,38026.0
292,"Kansas City, MO-KS MSA",2011,553424.0,411172.0,50536.0,50199.0,37734.0
293,"Kansas City, MO-KS MSA",2012,560347.0,418636.0,53194.0,52080.0,40516.0
294,"Kansas City, MO-KS MSA",2013,567688.0,433185.0,56297.0,52333.0,42454.0
295,"Kansas City, MO-KS MSA",2014,574683.0,443029.0,58345.0,53714.0,44253.0
296,"Kansas City, MO-KS MSA",2015,581860.0,452482.0,61473.0,55685.0,46694.0
297,"Kansas City, MO-KS MSA",2016,588670.0,457926.0,62884.0,55607.0,48302.0
298,"Kansas City, MO-KS MSA",2017,594499.0,462779.0,65933.0,56910.0,50672.0
299,"Kansas City, MO-KS MSA",2018,601885.0,473224.0,67769.0,58517.0,52202.0
300,"Kansas City, MO-KS MSA",2019,606174.0,473505.0,70823.0,60589.0,54035.0
301,"Kansas City, MO-KS MSA",2020,611101.0,463854.0,72754.0,65822.0,53440.0
302,"Kansas City, MO-KS MSA",2021,614848.0,478963.0,72988.0,68754.0,55132.0
303,"Kansas City, MO-KS MSA",2022,619195.0,499375.0,79968.0,71327.0,62569.0
304,"Las Vegas-Henderson-Paradise, NV MSA",2007,1867817.0,1174115.0,48489.0,43751.0,26974.0
305,"Las Vegas-Henderson-Paradise, NV MSA",2008,1912349.0,1160284.0,46606.0,44710.0,25066.0
306,"Las Vegas-Henderson-Paradise, NV MSA",2009,1939407.0,1081908.0,45487.0,44231.0,22344.0
307,"Las Vegas-Henderson-Paradise, NV MSA",2010,1951737.0,1057024.0,47211.0,43774.0,22666.0
308,"Las Vegas-Henderson-Paradise, NV MSA",2011,1957626.0,1076791.0,47882.0,44369.0,23642.0
309,"Las Vegas-Henderson-Paradise, NV MSA",2012,1981384.0,1093018.0,48666.0,45008.0,24018.0
310,"Las Vegas-Henderson-Paradise, NV MSA",2013,2005757.0,1125664.0,48969.0,45458.0,24420.0
311,"Las Vegas-Henderson-Paradise, NV MSA",2014,2037960.0,1168840.0,49362.0,46182.0,24968.0
312,"Las Vegas-Henderson-Paradise, NV MSA",2015,2077790.0,1216009.0,50358.0,47192.0,25973.0
313,"Las Vegas-Henderson-Paradise, NV MSA",2016,2115963.0,1263383.0,50021.0,48637.0,26234.0
314,"Las Vegas-Henderson-Paradise, NV MSA",2017,2154616.0,1303257.0,51337.0,49275.0,27397.0
315,"Las Vegas-Henderson-Paradise, NV MSA",2018,2195698.0,1355054.0,52532.0,50955.0,28599.0
316,"Las Vegas-Henderson-Paradise, NV MSA",2019,2237815.0,1387803.0,55433.0,52002.0,30201.0
317,"Las Vegas-Henderson-Paradise, NV MSA",2020,2274734.0,1283836.0,57144.0,56035.0,28350.0
318,"Las Vegas-Henderson-Paradise, NV MSA",2021,2295194.0,1400541.0,60163.0,59324.0,32369.0
319,"Las Vegas-Henderson-Paradise, NV MSA",2022,2322985.0,1523197.0,61960.0,62278.0,35516.0
320,"Los Angeles-Long Beach-Anaheim, CA MSA",2007,13596611.0,8248976.0,53099.25,46268.25,28529.75
321,"Los Angeles-Long Beach-Anaheim, CA MSA",2008,13667010.0,8138840.0,53770.0,47096.5,28034.25
322,"Los Angeles-Long Beach-Anaheim, CA MSA",2009,13761715.0,7803562.0,53957.5,47500.5,26619.5
323,"Los Angeles-Long Beach-Anaheim, CA MSA",2010,13839288.0,7742108.0,56814.5,48671.75,27776.25
324,"Los Angeles-Long Beach-Anaheim, CA MSA",2011,13936701.0,7902628.0,58994.75,49721.5,29399.25
325,"Los Angeles-Long Beach-Anaheim, CA MSA",2012,14032902.0,8198340.0,59574.5,50477.25,30615.0
326,"Los Angeles-Long Beach-Anaheim, CA MSA",2013,14125426.0,8450403.0,59533.75,50109.25,30827.0
327,"Los Angeles-Long Beach-Anaheim, CA MSA",2014,14204800.0,8700523.0,59976.0,51099.25,31718.25
328,"Los Angeles-Long Beach-Anaheim, CA MSA",2015,14281474.0,8945504.0,61928.25,53193.0,33474.0
329,"Los Angeles-Long Beach-Anaheim, CA MSA",2016,14323001.0,9108829.0,62055.25,53704.25,33723.25
330,"Los Angeles-Long Beach-Anaheim, CA MSA",2017,14339145.0,9203617.0,63681.0,55791.25,34742.5
331,"Los Angeles-Long Beach-Anaheim, CA MSA",2018,14314500.0,9405961.0,63392.25,56810.25,35476.0
332,"Los Angeles-Long Beach-Anaheim, CA MSA",2019,14261929.0,9445359.0,66536.25,59115.5,37338.5
333,"Los Angeles-Long Beach-Anaheim, CA MSA",2020,14200657.0,8940284.0,71121.25,64717.75,38210.25
334,"Los Angeles-Long Beach-Anaheim, CA MSA",2021,13991420.0,9237568.0,72949.75,67882.0,41107.25
335,"Los Angeles-Long Beach-Anaheim, CA MSA",2022,13883640.0,9768774.0,73290.5,69412.75,43642.5
336,"Louisville/Jefferson County, KY-IN MSA",2007,723040.0,539657.0,47823.0,42547.0,24574.0
337,"Louisville/Jefferson County, KY-IN MSA",2008,730194.0,534386.0,48056.0,43105.0,24176.0
338,"Louisville/Jefferson County, KY-IN MSA",2009,736705.0,516043.0,48261.0,43617.0,23292.0
339,"Louisville/Jefferson County, KY-IN MSA",2010,742443.0,514652.0,50018.0,44626.0,24072.0
340,"Louisville/Jefferson County, KY-IN MSA",2011,748206.0,523456.0,51330.0,45926.0,25453.0
341,"Louisville/Jefferson County, KY-IN MSA",2012,754976.0,533995.0,53325.0,47353.0,26500.0
342,"Louisville/Jefferson County, KY-IN MSA",2013,764064.0,543989.0,53626.0,47532.0,26430.0
343,"Louisville/Jefferson County, KY-IN MSA",2014,768135.0,557402.0,54729.0,49000.0,27359.0
344,"Louisville/Jefferson County, KY-IN MSA",2015,772902.0,569107.0,57123.0,51295.0,28751.0
345,"Louisville/Jefferson County, KY-IN MSA",2016,776847.0,578862.0,58072.0,52164.0,29404.0
346,"Louisville/Jefferson County, KY-IN MSA",2017,780978.0,585995.0,59473.0,53652.0,30341.0
347,"Louisville/Jefferson County, KY-IN MSA",2018,780758.0,594595.0,61072.0,54903.0,31503.0
348,"Louisville/Jefferson County, KY-IN MSA",2019,781311.0,596478.0,63830.0,57095.0,32818.0
349,"Louisville/Jefferson County, KY-IN MSA",2020,782783.0,572908.0,67040.0,60829.0,33067.0
350,"Louisville/Jefferson County, KY-IN MSA",2021,777378.0,596913.0,69230.0,63280.0,35925.0
351,"Louisville/Jefferson County, KY-IN MSA",2022,773399.0,621992.0,70285.0,65690.0,37905.0
352,"Memphis, TN-MS-AR MSA",2007,921119.0,650497.0,52138.0,44723.0,28227.0
353,"Memphis, TN-MS-AR MSA",2008,920685.0,648319.0,51381.0,45529.0,27283.0
354,"Memphis, TN-MS-AR MSA",2009,922541.0,626004.0,50723.0,45736.0,25886.0
355,"Memphis, TN-MS-AR MSA",2010,928319.0,623909.0,52043.0,47418.0,26449.0
356,"Memphis, TN-MS-AR MSA",2011,932527.0,635540.0,52979.0,48478.0,27718.0
357,"Memphis, TN-MS-AR MSA",2012,937963.0,637974.0,55097.0,50332.0,28824.0
358,"Memphis, TN-MS-AR MSA",2013,936589.0,640112.0,55181.0,50351.0,28524.0
359,"Memphis, TN-MS-AR MSA",2014,935142.0,648157.0,55605.0,51395.0,29188.0
360,"Memphis, TN-MS-AR MSA",2015,934092.0,656531.0,56506.0,52222.0,30063.0
361,"Memphis, TN-MS-AR MSA",2016,932510.0,667512.0,56823.0,53110.0,30572.0
362,"Memphis, TN-MS-AR MSA",2017,931109.0,671113.0,58026.0,54598.0,31342.0
363,"Memphis, TN-MS-AR MSA",2018,931620.0,680489.0,59294.0,56305.0,32325.0
364,"Memphis, TN-MS-AR MSA",2019,930746.0,684102.0,60855.0,57317.0,33064.0
365,"Memphis, TN-MS-AR MSA",2020,929388.0,666727.0,63776.0,61724.0,33665.0
366,"Memphis, TN-MS-AR MSA",2021,923352.0,691100.0,66803.0,66451.0,37022.0
367,"Memphis, TN-MS-AR MSA",2022,916371.0,715218.0,66698.0,67922.0,38125.0
368,"Miami-Fort Lauderdale-Pompano Beach, FL MSA",2007,5422987.0,3292482.0,46390.333333333336,44572.333333333336,25185.0
